id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
334074,2.331636,20000000.0,39826896.07685228,Survivor,96,Crime|Thriller|Action,5/21/15,280,5.4,2015,18399991.9040035,51369001.75884257
312221,2.331567,35000000.0,137935567.0,Creed,133,Drama,11/25/15,1171,7.3,2015,32199985.8320062,126900665.803707
271718,2.31767,35000000.0,140795793.0,Trainwreck,125,Comedy,7/17/15,849,6.1,2015,32199985.8320062,129532072.565888
333352,2.29573,13000000.0,32848185.0,Eye in the Sky,102,Drama|Thriller|War,9/11/15,265,7.2,2015,11959994.7376023,30220316.9030605
276907,2.28135,25000000.0,42972994.0,Legend,131,Crime|Thriller,9/9/15,619,6.7,2015,22999989.8800044,39535137.0845396
284289,2.272044,14624286.06433502,45895.0,Beyond the Reach,95,Thriller,4/17/15,81,5.5,2015,17549894.037320614,42223.3814217121
266647,2.234573,150000000.0,128388320.0,Pan,111,Adventure|Family|Fantasy,9/24/15,586,5.9,2015,137999939.280026,118117202.42843
347096,2.165433,14624286.06433502,39826896.07685228,Mythica: The Darkspore,108,Action|Adventure|Fantasy,6/24/15,27,5.1,2015,17549894.037320614,51369001.75884257
308369,2.141506,14624286.06433502,39826896.07685228,Me and Earl and the Dying Girl,105,Comedy|Drama,6/12/15,569,7.7,2015,17549894.037320614,51369001.75884257
227973,2.140199,99000000.0,246233113.0,The Peanuts Movie,88,Adventure|Animation|Comedy|Family,11/5/15,414,6.4,2015,91079959.9248176,226534364.284879
321741,2.121884,35000000.0,48623572.0,Concussion,123,Drama,11/12/15,500,6.9,2015,32199985.8320062,44733666.5571867
296100,2.096273,25000000.0,52395996.0,The Night Before,100,Comedy,11/20/15,363,6.1,2015,22999989.8800044,48204295.1101101
263472,2.080935,2500000.0,5214043.0,Knock Knock,99,Drama|Horror|Thriller,6/26/15,473,4.8,2015,2299998.98800044,4796917.44935632
228205,2.070708,34000000.0,63013281.0,The Longest Ride,128,Romance|Drama,4/9/15,711,7.3,2015,31279986.236806,57972193.012235
159824,2.060162,80000000.0,466183544.0,Hotel Transylvania 2,89,Animation|Comedy|Family,9/21/15,919,6.8,2015,73599967.6160142,428888671.768984
333348,2.055572,17000000.0,24000000.0,Love the Coopers,107,Family|Comedy,11/12/15,111,5.3,2015,15639993.118403,22079990.2848042
285783,2.049886,35000000.0,61181942.0,The Walk,123,Adventure|Drama|Thriller,9/30/15,706,6.8,2015,32199985.8320062,56287361.8735607
290764,2.026651,11000000.0,1863315.0,Tracers,94,Action|Crime|Drama,1/15/15,326,5.9,2015,10119995.5472019,1714249.04573042
296099,2.000338,31000000.0,104384188.0,Vacation,99,Adventure|Comedy,7/28/15,846,6.1,2015,28519987.4512055,96033410.7052992
243688,1.984529,35000000.0,95437994.0,Poltergeist,93,Horror|Thriller,5/20/15,589,5.0,2015,32199985.8320062,87802915.846717
287424,1.980039,4000000.0,187112.0,Maggie,95,Horror,5/8/15,384,5.1,2015,3679998.38080071,172142.964257095
301875,1.959765,14624286.06433502,2000000.0,Equals,101,Drama|Romance|Science Fiction,9/4/15,135,5.6,2015,17549894.037320614,1839999.19040035
181283,1.95632,50000000.0,3324330.0,Child 44,137,Crime|Thriller,3/15/15,341,5.9,2015,45999979.7600089,3058382.2543118
328425,1.926739,5000000.0,58978653.0,The Gift,108,Thriller|Mystery,7/30/15,631,6.6,2015,4599997.97600089,54260336.8854517
274167,1.904898,50000000.0,240360392.0,Daddy's Home,96,Comedy,12/25/15,568,5.7,2015,45999979.7600089,221131463.342156
370687,1.876037,14624286.06433502,39826896.07685228,Mythica: The Necromancer,0,Fantasy|Action|Adventure,12/19/15,11,5.4,2015,17549894.037320614,51369001.75884257
307663,1.872696,10000000.0,39826896.07685228,Vice,96,Thriller|Science Fiction|Action|Adventure,1/16/15,181,4.1,2015,9199995.95200178,51369001.75884257
309809,1.865007,64000000.0,97571250.0,The Little Prince,92,Adventure|Animation|Fantasy,7/29/15,423,7.5,2015,58879974.0928114,89765510.5031753
258509,1.841779,14624286.06433502,233755553.0,Alvin and the Chipmunks: The Road Chip,92,Adventure|Animation|Comedy|Family,12/17/15,278,5.7,2015,17549894.037320614,215055014.135793
298382,1.82313,11930000.0,18340000.0,The Dressmaker,118,Drama,10/1/15,197,6.9,2015,10975595.1707381,16872792.5759712
272693,1.758618,8500000.0,43528634.0,The DUFF,100,Romance|Comedy,2/20/15,753,6.8,2015,7819996.55920151,40046325.6596167
283445,1.742286,10000000.0,52882018.0,Sinister 2,97,Horror,8/19/15,331,5.5,2015,9199995.95200178,48651435.1533685
256961,1.73518,30000000.0,107597242.0,Paul Blart: Mall Cop 2,94,Action|Adventure|Comedy|Family,4/16/15,422,5.3,2015,27599987.8560053,98989419.0846556
326359,1.72471199999999,14624286.06433502,39826896.07685228,Frozen Fever,8,Adventure|Animation|Family,3/9/15,475,7.0,2015,17549894.037320614,51369001.75884257
254302,1.661789,14624286.06433502,39826896.07685228,High-Rise,119,Action|Drama|Science Fiction,9/26/15,161,5.4,2015,17549894.037320614,51369001.75884257
241251,1.65107799999999,4000000.0,50163103.0,The Boy Next Door,91,Thriller,1/23/15,810,3.9,2015,3679998.38080071,46150034.4539848
292040,1.646664,14624286.06433502,39826896.07685228,Spooks: The Greater Good,104,Thriller|Action,4/11/15,114,5.6,2015,17549894.037320614,51369001.75884257
188222,1.532997,30000000.0,49263404.0,Entourage,104,Comedy,6/3/15,364,6.2,2015,27599987.8560053,45322311.7381828
252838,1.510096,23000000.0,79799880.0,The Wedding Ringer,101,Comedy,1/16/15,446,6.5,2015,21159990.689604,73415857.2970227
273477,1.499614,15000000.0,14860766.0,Scouts Guide to the Zombie Apocalypse,93,Comedy|Horror,10/23/15,288,6.2,2015,13799993.9280026,13671898.7043645
298312,1.495112,5000000.0,98450062.0,The Visit,94,Horror|Thriller,9/10/15,729,5.9,2015,4599997.97600089,90574017.1874324
261023,1.48324599999999,53000000.0,99775678.0,Black Mass,122,Crime|Drama,9/4/15,848,6.3,2015,48759978.5456094,91793583.3708233
336004,1.449072,8900000.0,50136.0,Heist,93,Crime|Action|Thriller,11/13/15,233,5.4,2015,8187996.39728158,46125.0997049561
287903,1.448002,15000000.0,61548707.0,Krampus,98,Horror|Comedy|Fantasy,11/26/15,342,5.9,2015,13799993.9280026,56624785.5250943
182560,1.443406,20000000.0,208588.0,Dark Places,113,Drama|Mystery|Thriller,3/31/15,322,5.7,2015,18399991.9040035,191900.875563614
192141,1.41239,5000000.0,54418872.0,No Escape,103,Action|Thriller,8/26/15,519,6.7,2015,4599997.97600089,50065340.2112503
308639,1.40805,700000.0,17986781.0,Dope,103,Crime|Drama|Comedy,6/19/15,448,7.3,2015,643999.716640124,16547831.2389542
261392,1.388251,28000000.0,28208085.0,American Ultra,96,Comedy|Action,8/19/15,695,5.9,2015,25759988.6656049,25951426.7813722
304357,1.388032,11000000.0,61619773.0,Woman in Gold,120,Drama,4/10/15,277,7.3,2015,10119995.5472019,56690166.2163268
297291,1.38032,14624286.06433502,39826896.07685228,The Scorpion King: The Lost Throne,105,Action|Fantasy|Adventure,1/9/15,22,4.5,2015,17549894.037320614,51369001.75884257
266294,1.376605,30000000.0,105011053.0,Sisters,118,Comedy,12/18/15,399,5.9,2015,27599987.8560053,96610126.2515444
227719,1.360926,12000000.0,32248241.0,Project Almanac,106,Science Fiction|Thriller,1/30/15,637,6.3,2015,11039995.1424021,29668368.6659177
86828,1.360827,14624286.06433502,5189646.0,Absolutely Anything,85,Comedy|Science Fiction,6/26/15,199,5.8,2015,17549894.037320614,4774472.21923222
287948,1.355822,25000000.0,72629670.0,The Transporter Refueled,96,Thriller|Action|Crime,9/3/15,407,5.3,2015,22999989.8800044,66819266.9995225
201085,1.345982,55000000.0,74679822.0,Crimson Peak,119,Mystery|Thriller|Fantasy|Horror|Drama,10/13/15,819,6.4,2015,50599977.7360098,68705406.0096213
277355,1.342839,14624286.06433502,39826896.07685228,Everly,90,Thriller|Action,1/23/15,169,5.1,2015,17549894.037320614,51369001.75884257
264999,1.338481,14800000.0,122413057.0,Magic Mike XXL,115,Comedy|Drama|Music,7/1/15,501,6.3,2015,13615994.0089626,112619962.887216
146301,1.338322,10000000.0,78099553.0,Paranormal Activity: The Ghost Dimension,88,Horror|Thriller,10/21/15,267,5.0,2015,9199995.95200178,71851557.1453148
223485,1.329702,14624286.06433502,229094.0,Slow West,84,Romance|Thriller|Western,4/16/15,229,6.6,2015,17549894.037320614,210766.387262789
294016,1.316239,15000000.0,8235661.0,Trumbo,124,Drama,10/27/15,273,7.2,2015,13799993.9280026,7576804.78620589
290751,1.315266,19500000.0,32189727.0,Secret in Their Eyes,111,Crime|Drama|Mystery,10/14/15,202,6.2,2015,17939992.1064034,29614535.8096042
309245,1.29314,14624286.06433502,2500431.0,Mistress America,84,Comedy,8/14/15,132,6.4,2015,17549894.037320614,2300395.50782597
228165,1.291013,74000000.0,311594032.0,The SpongeBob Movie: Sponge Out of Water,93,Family|Animation,2/5/15,533,5.7,2015,68079970.0448131,286666383.306791
245706,1.284541,14624286.06433502,4719695.0,True Story,100,Crime|Drama|Mystery,4/17/15,354,6.0,2015,17549894.037320614,4342117.4894683
272878,1.278928,20000000.0,43967255.0,Max,111,Adventure|Drama|Family,6/26/15,214,7.0,2015,18399991.9040035,40449856.802063
263109,1.25358,14624286.06433502,59700000.0,Shaun the Sheep Movie,85,Family|Animation|Comedy|Adventure,2/5/15,340,6.9,2015,17549894.037320614,54923975.8334506
157827,1.251681,11000000.0,39826896.07685228,Louder Than Bombs,109,Drama,5/18/15,43,6.3,2015,10119995.5472019,51369001.75884257
321751,1.245224,14624286.06433502,1702433.0,A Perfect Day,106,Comedy|Drama,8/28/15,102,6.3,2015,17549894.037320614,1566237.67085542
266396,1.225325,40000000.0,10664749.0,The Gunman,115,Action|Drama|Crime,2/16/15,283,5.6,2015,36799983.8080071,9811564.7629115
277685,1.191138,1000000.0,62882090.0,Unfriended,82,Horror|Thriller,4/17/15,643,5.6,2015,919999.595200178,57851497.3453411
268920,1.178831,35000000.0,51680201.0,Hot Pursuit,87,Action|Crime|Comedy,5/8/15,472,5.5,2015,32199985.8320062,47545763.9998638
280092,1.164724,10000000.0,104303851.0,Insidious: Chapter 3,97,Drama|Horror|Thriller,6/4/15,610,6.3,2015,9199995.95200178,95959500.6978197
193687,1.161812,14624286.06433502,118483.0,Z for Zachariah,97,Drama|Science Fiction|Thriller,8/13/15,181,5.5,2015,17549894.037320614,109004.312038102
300803,1.144808,14624286.06433502,39826896.07685228,Dragonheart 3: The Sorcerer's Curse,97,Action|Adventure|Fantasy,2/24/15,59,4.5,2015,17549894.037320614,51369001.75884257
328589,1.142518,6000000.0,41387687.0,The Lady in the Van,104,Comedy|Drama,11/13/15,135,5.9,2015,5519997.57120106,38076655.2862716
228066,1.138395,40000000.0,34227298.0,Victor Frankenstein,109,Drama|Science Fiction|Thriller,11/10/15,408,5.5,2015,36799983.8080071,31489100.3047958
378373,1.128081,14624286.06433502,39826896.07685228,Brothers of the Wind,98,Adventure|Drama|Family,12/24/15,11,7.5,2015,17549894.037320614,51369001.75884257
291270,1.125239,8000000.0,3759286.0,Anomalisa,90,Animation|Comedy|Drama|Romance,12/30/15,259,6.7,2015,7359996.76160142,3458541.59824169
294963,1.073349,1800000.0,39826896.07685228,Bone Tomahawk,132,Horror|Western|Adventure|Drama,10/23/15,220,6.3,2015,1655999.27136032,51369001.75884257
241257,1.065888,14624286.06433502,17671101.0,Regression,106,Horror|Mystery|Thriller,10/1/15,310,5.2,2015,17549894.037320614,16257405.7667414
245698,1.063055,14624286.06433502,39826896.07685228,Pawn Sacrifice,114,Drama,9/16/15,148,6.6,2015,17549894.037320614,51369001.75884257
353326,1.046518,14624286.06433502,11472454.0,The Man Who Knew Infinity,108,Drama,9/17/15,104,7.1,2015,17549894.037320614,10554653.0359526
346808,1.041922,20000000.0,39826896.07685228,Momentum,96,Thriller|Action,8/1/15,100,5.8,2015,18399991.9040035,51369001.75884257
250124,1.03839,2000000.0,1477002.0,The Diary of a Teenage Girl,102,Drama|Romance,8/7/15,186,6.8,2015,1839999.19040035,1358841.24210985
290637,1.036825,14624286.06433502,39826896.07685228,Pay the Ghost,94,Horror|Thriller,9/16/15,114,5.3,2015,17549894.037320614,51369001.75884257
244458,1.02762,14624286.06433502,39826896.07685228,The Voices,101,Horror|Thriller|Comedy|Crime,2/6/15,371,6.0,2015,17549894.037320614,51369001.75884257
308504,1.021441,14624286.06433502,3643591.0,Last Knights,115,Action|Adventure,4/3/15,237,6.3,2015,17549894.037320614,3352102.24507501
314405,1.008474,12000000.0,39826896.07685228,Il racconto dei racconti,125,Romance|Fantasy|Horror,5/14/15,211,5.7,2015,11039995.1424021,51369001.75884257
282984,1.007054,11000000.0,27391084.0,Irrational Man,95,Mystery|Drama,7/17/15,319,6.1,2015,10119995.5472019,25199786.192094
157843,0.973316,15000000.0,39826896.07685228,Queen of the Desert,128,Drama|History,9/3/15,30,6.0,2015,13799993.9280026,51369001.75884257
275601,0.956096,18000000.0,41325328.0,Ricki and the Flash,100,Comedy|Drama|Music,7/10/15,152,5.5,2015,16559992.7136032,38019285.0315145
290762,0.953647,14624286.06433502,39826896.07685228,Miss You Already,112,Comedy|Drama|Romance,9/12/15,139,7.2,2015,17549894.037320614,51369001.75884257
251516,0.953046,630019.0,39826896.07685228,Kung Fury,31,Action|Comedy|Science Fiction|Fantasy,5/28/15,487,7.7,2015,579617.224968421,51369001.75884257
304372,0.950793,12000000.0,60273173.0,The Perfect Guy,100,Drama|Thriller,9/11/15,122,5.6,2015,11039995.1424021,55451294.7614303
324807,0.938432,14624286.06433502,1936524.0,A Bigger Splash,120,Crime|Drama|Mystery|Thriller,11/26/15,69,5.8,2015,17549894.037320614,1781601.29609542
252512,0.93762,10000000.0,7587485.0,While We're Young,97,Drama|Comedy,3/27/15,265,5.9,2015,9199995.95200178,6980483.12858742
257091,0.927339,40000000.0,106511453.0,Get Hard,100,Comedy,3/26/15,661,5.9,2015,36799983.8080071,97990493.6441828
228968,0.91704,14624286.06433502,39826896.07685228,Kidnapping Mr. Heineken,95,Drama|Action|Crime|Thriller,3/12/15,131,5.8,2015,17549894.037320614,51369001.75884257
347969,0.913085,60000000.0,39826896.07685228,The Ridiculous 6,119,Comedy|Western,12/11/15,252,4.8,2015,55199975.7120106,51369001.75884257
237756,0.90686,14624286.06433502,39826896.07685228,Kill Me Three Times,90,Comedy|Thriller,4/10/15,96,5.1,2015,17549894.037320614,51369001.75884257
293646,0.906036,25000000.0,24902723.0,The 33,120,History|Drama,8/6/15,262,5.8,2015,22999989.8800044,22910495.0793821
245168,0.898295999999999,14000000.0,16002420.0,Suffragette,106,Drama|History,10/16/15,231,7.1,2015,12879994.3328024,14722219.9222232
311291,0.894477,14624286.06433502,39826896.07685228,45 Years,95,Drama,8/28/15,167,6.0,2015,17549894.037320614,51369001.75884257
301351,0.880937999999999,6000000.0,11122090.0,We Are Your Friends,96,Drama|Music|Romance,8/26/15,412,6.2,2015,5519997.57120106,10232318.2977799
248574,0.880268,14624286.06433502,6075.0,Barely Lethal,96,Adventure|Action|Comedy,4/30/15,215,5.5,2015,17549894.037320614,5588.99754084108
225728,0.874641,14624286.06433502,13192457.0,Macbeth,113,History|Drama|War,8/16/15,269,6.4,2015,17549894.037320614,12137055.0996957
326425,0.872149,14624286.06433502,16775.0,Extraction,83,Action|Thriller,12/18/15,57,4.2,2015,17549894.037320614,15432.9932094829
342474,0.861179,14624286.06433502,39826896.07685228,Jenny's Wedding,94,Comedy|Drama,7/31/15,92,5.2,2015,17549894.037320614,51369001.75884257
277217,0.848748,14624286.06433502,39826896.07685228,Descendants,112,Music|Action|Adventure|Comedy|Family,7/31/15,262,6.7,2015,17549894.037320614,51369001.75884257
207936,0.843174,14624286.06433502,39826896.07685228,Tumbledown,105,Music|Romance|Comedy,4/18/15,22,6.6,2015,17549894.037320614,51369001.75884257
250734,0.842202,14624286.06433502,30229977.0,Far from the Madding Crowd,119,Romance|Drama,5/1/15,220,6.9,2015,17549894.037320614,27811566.6029106
249688,0.836940999999999,14624286.06433502,3002884.0,The End of the Tour,106,Drama,7/31/15,126,7.3,2015,17549894.037320614,2762652.06443309
268238,0.832487,10000000.0,85978266.0,The Second Best Exotic Marigold Hotel,122,Drama|Comedy,2/26/15,196,6.4,2015,9199995.95200178,79099969.9160132
256962,0.829111,20000000.0,6420319.0,Little Boy,106,Comedy|Drama|War,4/23/15,113,7.1,2015,18399991.9040035,5906690.88105601
322456,0.821443,14624286.06433502,39826896.07685228,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,48,Action|Adventure|Animation|Family,2/10/15,14,6.4,2015,17549894.037320614,51369001.75884257
302528,0.820691,14624286.06433502,1986615.0,Remember,94,Drama|Thriller,10/23/15,75,7.7,2015,17549894.037320614,1827684.9958186
222936,0.814206,37000000.0,26250020.0,Aloha,105,Adventure|Comedy|Romance,5/27/15,469,5.2,2015,34039985.0224065,24150007.7739965
316002,0.813893,26000000.0,39826896.07685228,Accidental Love,100,Romance|Comedy,2/10/15,64,3.6,2015,23919989.4752046,51369001.75884257
365806,0.810667,14624286.06433502,39826896.07685228,Halo: The Fall of Reach,67,Action|Animation|Science Fiction,10/27/15,32,5.3,2015,17549894.037320614,51369001.75884257
10317,0.795762,28000000.0,7002261.0,Our Brand Is Crisis,108,Drama|Comedy,9/11/15,122,5.7,2015,25759988.6656049,6442077.28548599
334538,0.792471,14624286.06433502,39826896.07685228,Into the Forest,101,Drama|Science Fiction,6/3/15,57,5.1,2015,17549894.037320614,51369001.75884257
306947,0.787968999999999,14624286.06433502,231737.0,The Invitation,100,Thriller,3/13/15,192,6.4,2015,17549894.037320614,213197.946192903
